Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
tor1,US,114,2266,64.154.38.158,64.154.38.158.vultr.com,9000,9001,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on OpenBSD,0,0,2018-06-10,AS-CHOOPA - Choopa- LLC- US,20473,557,[2001:19f0:5:212a:5400:1ff:fe88:42ec]:9000
astarseran,SK,113,63,62.197.207.182,ttxd182.ttx-net.sk,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-01-06,SWAN Bratislava- Slovakia- SK,16160,1350,[2001:470:1f0b:524:dede:dede:dede:dede]:443
CTLRELAY,SG,113,96,159.65.13.41,relay.ctl.dk,443,None,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-09-23,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,907,None
ididntedittheconfig,CA,113,6230,198.50.147.70,vps.kurty.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.29 on Linux,0,0,2015-11-19,OVH- FR,16276,575,None
itzme,US,113,1690,198.74.57.57,li546-57.members.linode.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-02-17,LINODE-AP Linode- LLC- US,63949,331,None
MINJUS,NL,113,1034,95.211.118.194,95.211.118.194,7002,7003,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-11-12,LEASEWEB-NL-AMS-01 Netherlands- NL,60781,183,None
SKYN3T,US,113,28,45.23.105.21,skyn3t.in,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-07-04,ATT-INTERNET4 - AT&T Services- Inc.- US,7018,1670,[2600:1700:2c0:eccf:200:ff:fe00:1]:9001
staticit,AU,113,370,45.76.122.231,privacy.static-it.com.au,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-12-15,AS-CHOOPA - Choopa- LLC- US,20473,610,[2001:19f0:5801:576:5400:1ff:fe4d:b454]:9001
Unnamed,KR,113,3209,27.102.112.218,27.102.112.218,3753,27890,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-05-04,GNJ-AS-KR DAOU TECHNOLOGY- KR,45996,695,None
AccuseATorr,FR,112,78,82.64.20.171,82-64-20-171.subs.proxad.net,49001,49030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-02-23,PROXAD- FR,12322,392,None
electricdreams2,IT,112,72,212.237.13.219,tor2.20dage.dk,443,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2017-11-18,ARUBA-ASN- IT,31034,1230,None
FRITZtorBox,DE,112,618,77.21.200.37,ip4d15c825.dynamic.kabel-deutschland.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-01-31,KABELDEUTSCHLAND-AS- DE,31334,637,None
KActionLibre,NL,112,648,37.218.240.110,37.218.240.110,9100,9101,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-04-12,LEASEWEB-APAC-HKG-10 Leaseweb Asia Pacific pte. ltd.- HK,133752,168,None
rathergonaked,DE,112,85,217.85.160.219,pD955A0DB.dip0.t-ipconnect.de,9002,None,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-08-27,DTAG Internet service provider operations- DE,3320,763,None
ThunderMonkey,GB,112,1006,178.79.177.148,mail.witnessthepower.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-06-06,LINODE-AP Linode- LLC- US,63949,281,None
tor6zXLCtAn,US,112,3117,104.131.4.237,104.131.4.237,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.10 on Linux,0,0,2014-09-21,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,510,None
XH,AU,112,181,45.76.114.49,45.76.114.49.vultr.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-09-09,AS-CHOOPA - Choopa- LLC- US,20473,594,None
Bundeszensuramt,DE,111,445,185.115.177.149,bundeszensuramt.de,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-08-24,ADITSYSTEMS- DE,204038,389,None
ziorufus,IT,111,3914,94.198.100.17,cip.apnetwork.it,9001,80,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-11-17,ASSEFLOW Amsterdam Internet Exchange (AMS-IX)- IT,49367,552,None
ducky,IN,110,4168,103.73.189.106,static-189.73.103.rackbank.com,10945,24759,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-07-04,RACKBANK-AS RackBank Datacenters Private Ltd- IN,132779,481,None
Humboldt2,DE,110,13,46.182.18.29,46.182.18.29,9002,9031,0,1,1,0,0,0,1,1,1,Tor 0.3.5.2-alpha on FreeBSD,0,0,2018-09-17,NBISERV-AS- DE,43847,216,[2a02:2970:1002:0:5054:9ff:fe03:90e]:9002
mythaicontribution,TH,110,235,45.64.186.102,45-64-186-102.static.bangmod-idc.com,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-05-19,BANGMODENTERPRISE-TH Bangmod Enterprise Co.- Ltd.- TH,58955,64,None
respecttoall666,ES,110,227,79.150.47.3,3.red-79-150-47.dynamicip.rima-tde.net,12813,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-09-13,TELEFONICA_DE_ESPANA- ES,3352,394,None
Unnamed,SG,110,3669,139.162.9.145,li851-145.members.linode.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.16 on Linux,0,0,2016-07-12,LINODE-AP Linode- LLC- US,63949,402,None
asuka,DE,109,1001,46.4.144.81,static.81.144.4.46.clients.your-server.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.3.9 on Linux,0,0,2016-01-25,HETZNER-AS- DE,24940,401,None
ATechPR,DE,109,2511,50.7.116.206,50.7.116.206,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.29 on Linux,0,0,2018-01-22,COGENT-174 - Cogent Communications- US,174,411,None
blinkenlights,US,109,4308,192.3.148.27,192-3-148-27-host.colocrossing.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.1.9 on Linux,0,0,2017-12-28,AS-COLOCROSSING - ColoCrossing- US,36352,565,None
dvorakftw,NL,109,250,185.103.243.74,hosted.by.pcextreme,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.3.9 on Linux,0,0,2014-03-01,ASTRALUS- NL,48635,335,None
jivin,ID,109,174,103.28.52.93,103.28.52.93,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.3.10 on Linux,0,0,2018-03-07,IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia- ID,136052,516,None
UbuntuCore242,FR,109,4,78.192.233.118,paj75-3-78-192-233-118.fbxo.proxad.net,45814,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-07-23,PROXAD- FR,12322,3480,None
Unnamed,DE,109,13,94.130.110.149,gralvart.von-oppen.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.4.8 on Linux,0,0,2017-12-05,HETZNER-AS- DE,24940,508,None
Beppo,DE,108,12,217.87.20.161,pD95714A1.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,1,Tor 0.3.3.9 on Linux,0,0,2013-09-02,DTAG Internet service provider operations- DE,3320,510,None
btsrocks,JP,108,441,220.158.216.150,8a3p150.rightpokets.biz,8443,8480,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-07-25,I3DNET- NL,49544,557,None
cauldwell,IN,108,25,103.102.234.156,103.102.234.156,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-06-06,WEBWERKS-AS-IN Web Werks India Pvt. Ltd.- IN,133296,579,None
FserSystem,HK,108,142,124.244.65.71,124244065071.ctinets.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-06-07,HKBN-AS-AP Hong Kong Broadband Network Ltd.- HK,9269,820,None
galliumsoduim,AU,108,338,45.76.117.215,45.76.117.215.vultr.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.4.8 on Linux,0,0,2018-08-30,AS-CHOOPA - Choopa- LLC- US,20473,567,None
ichiko,US,108,498,35.200.27.37,37.27.200.35.bc.googleusercontent.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.3.9 on Linux,0,0,2018-08-01,GOOGLE - Google LLC- US,15169,471,None
Moordzul01,DE,108,9,93.209.146.11,p5DD1920B.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-03-14,DTAG Internet service provider operations- DE,3320,527,None
putin,SE,108,77,176.10.137.89,h-137-89.A336.priv.bahnhof.se,445,544,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-07,BAHNHOF http://www.bahnhof.net/- SE,8473,3960,None
Relay01,BR,108,2433,187.63.100.24,cnettst02.censanet.com.br,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2013-02-20,Centro Educacional Nossa Senhora Auxiliadora- BR,53111,653,[2804:538:0:1::24]:443
Brasilhostil2,BR,107,358,179.98.242.43,179-98-242-43.dsl.telesp.net.br,9300,None,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-05-19,TELEFÔNICA BRASIL S.A- BR,27699,501,None
ididnteditheconfig,DE,107,10,78.54.222.211,x4e36ded3.dyn.telefonica.de,9001,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-01-01,TDDE-ASN1- DE,6805,888,None
saygutentag11,DE,107,205,84.200.50.18,84.200.50.18,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.3.1.9 on Linux,0,0,2016-10-13,ACCELERATED-IT- DE,31400,190,None
loxodonta,AT,106,1535,212.232.29.101,ip212232029101.rev.nessus.at,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2012-04-17,NESSUS- AT,47692,385,None
UbuntuCore242,US,106,50,173.170.125.163,173-170-125-163.res.bhn.net,42295,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-06-27,BHN-TAMPA - BRIGHT HOUSE NETWORKS- LLC- US,33363,902,None
Unnamed,KR,106,1826,59.27.1.133,59.27.1.133,7001,7030,0,0,1,0,0,1,1,1,1,Tor 0.3.2.9 on Linux,0,0,2018-07-13,KIXS-AS-KR Korea Telecom- KR,4766,512,None
domovino,HR,105,205,212.92.219.15,212.92.219.15,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.9.14 on Linux,0,0,2018-01-14,METRONET-AS Zagreb- Croatia- HR,35549,178,None
HerbieStone,CH,105,280,85.195.252.93,85-195-252-93.fiber7.init7.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2014-08-14,INIT7- CH,13030,334,None
RasBifrost,DE,105,9,80.137.81.161,p508951A1.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-10-25,DTAG Internet service provider operations- DE,3320,614,None
s1rv1val84,DE,105,10,93.230.22.39,p5DE61627.dip0.t-ipconnect.de,443,8080,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-09-02,DTAG Internet service provider operations- DE,3320,455,None
sirius8,DE,105,5,93.118.6.36,93.118.6.36,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-09-30,ODR-TKG-AS- DE,29252,527,None
torly3relayonly,DE,105,3026,62.113.241.182,torly.intheinter.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2017-03-16,TTM- DE,47447,289,None
Unnamed,JP,105,14,160.16.197.68,tk2-240-29814.vs.sakura.ne.jp,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-08-29,SAKURA-B SAKURA Internet Inc.- JP,9370,1110,None
Unnamed,DE,105,2884,5.9.129.218,public02.rk02.scunc.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2013-03-10,HETZNER-AS- DE,24940,412,None
xXBOOMXxxXBOOMXx,GR,105,59,95.179.130.76,95.179.130.76.vultr.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.4.8 on Linux,0,0,2018-09-25,AS-CHOOPA - Choopa- LLC- US,20473,2080,None
freebi,JP,104,239,139.162.112.111,li1596-111.members.linode.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2014-06-21,LINODE-AP Linode- LLC- US,63949,796,None
FreeSnowden,SG,104,3669,139.162.19.233,li861-233.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-09-05,LINODE-AP Linode- LLC- US,63949,519,None
PDXRELAY,US,104,976,54.191.85.166,ec2-54-191-85-166.us-west-2.compute.amazonaws.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-07-10,AMAZON-02 - Amazon.com- Inc.- US,16509,372,None
QuestionMark,DE,104,616,79.218.222.230,p4FDADEE6.dip0.t-ipconnect.de,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2018-07-06,DTAG Internet service provider operations- DE,3320,569,None
SlamJam,US,104,153,72.132.134.217,cpe-72-132-134-217.dc.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on OpenBSD,0,0,2018-07-19,ROADRUNNER-WEST - Time Warner Cable Internet LLC- US,20001,406,None
UbuntuCore242,RU,104,23,46.72.201.108,ip-46-72-201-108.bb.netbynet.ru,39741,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-09-06,TI-AS Moscow- Russia- RU,12714,1970,None
UbuntuCore242,FR,104,2,91.165.22.173,91-165-22-173.subs.proxad.net,39105,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-08-17,PROXAD- FR,12322,1370,None
Unnamed,IN,104,3026,103.73.189.178,static-189.73.103.rackbank.com,12388,32304,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-05-24,RACKBANK-AS RackBank Datacenters Private Ltd- IN,132779,441,None
AuSysHosting1,US,103,4634,207.148.80.145,tor1.ausyshost.net,9001,80,0,0,1,0,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-02-05,AS-CHOOPA - Choopa- LLC- US,20473,747,[2001:19f0:5801:7cc:5400:1ff:fe5c:97d9]:9050
BBB,US,103,449,18.216.53.253,ec2-18-216-53-253.us-east-2.compute.amazonaws.com,18658,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-01-24,AMAZON-02 - Amazon.com- Inc.- US,16509,791,None
HappyTreeInForest,RU,103,210,46.39.253.63,46.39.253.63,9011,None,0,0,1,0,0,1,1,1,1,Tor 0.3.0.10 on Linux,0,0,2017-08-04,ISKRATELECOM-AS SEVEN-SKY- RU,29124,372,None
JuanMotime,US,103,487,67.189.184.42,c-67-189-184-42.hsd1.ny.comcast.net,443,8080,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-07-14,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,498,None
Kolobok3D,RU,103,50,188.244.38.96,broadband-188-244-38-96.2com.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-05-04,CO-2COM-AS Moscow- RU,8334,778,None
netNOtriality5b,DE,103,8,80.144.215.14,p5090D70E.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-01-15,DTAG Internet service provider operations- DE,3320,383,None
orwell38,DE,103,661,109.91.163.223,ip-109-91-163-223.hsi12.unitymediagroup.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-12-30,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,278,None
schumpeter,SE,103,2187,46.239.108.194,schumpeter.ekb.sgsnet.se,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2014-12-07,GSIX- SE,2840,401,None
someDOrelay,US,103,631,104.131.128.247,104.131.128.247,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-11-23,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,488,None
TOPAS,DE,103,11,88.130.4.62,mue-88-130-4-062.dsl.tropolys.de,9001,9002,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-10-04,VERSATEL- DE,8881,475,None
UbuntuCore242,US,103,162,172.250.19.71,cpe-172-250-19-71.socal.res.rr.com,38319,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-06-25,ROADRUNNER-WEST - Time Warner Cable Internet LLC- US,20001,461,None
Unnamed,IR,103,170,185.81.96.14,185.81.96.14,3217,22727,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-09-21,ONLINESERVER- IR,201227,506,None
VicTorY4,CZ,103,5365,89.187.150.12,89.187.150.12.coolhousing.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.2.9 on Linux,0,0,2016-02-02,COOLHOUSING-AS Vinohradska 190- CZ,35592,52,None
cypher,DE,102,332,136.243.147.28,cypher.catbull.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-08-08,HETZNER-AS- DE,24940,1090,None
EagerBeagle,DE,102,114,84.184.252.77,p54B8FC4D.dip0.t-ipconnect.de,443,110,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-10-03,DTAG Internet service provider operations- DE,3320,581,None
HitsTor,DE,102,24,88.76.105.230,dslb-088-076-105-230.088.076.pools.vodafone-ip.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-02-06,VODANET International IP-Backbone of Vodafone- DE,3209,542,None
pirator,DE,102,9,79.222.58.226,p4FDE3AE2.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-03-16,DTAG Internet service provider operations- DE,3320,465,None
relayitonme,US,102,222,108.56.141.169,pool-108-56-141-169.washdc.fios.verizon.net,443,None,0,0,1,0,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2017-12-29,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,404,None
tortor,DE,102,10,77.177.89.53,x4db15935.dyn.telefonica.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-08,TDDE-ASN1- DE,6805,844,None
Unnamed,RU,102,4474,82.202.193.94,82.202.193.94.superbit.host,10637,25254,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-09-20,SELECTEL- RU,49505,1190,None
appello,SG,101,410,172.104.176.43,tor-proxy.appello.net,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-04-10,LINODE-AP Linode- LLC- US,63949,116,None
DRAKKAR,SE,101,862,94.185.81.106,ns4.flokinet.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-07-04,NETROUTING-AS- NL,47869,296,None
gregory,LV,101,1015,159.148.186.91,159.148.186.91,593,21462,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-03-03,BIGHOST-AS- LV,200709,1050,None
moeph,JP,101,4,172.104.114.187,secure.moe.ph,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.3.9 on Linux,0,0,2018-06-28,LINODE-AP Linode- LLC- US,63949,864,None
SicceggeOrion,FR,101,891,195.154.133.113,orion.siccegge.de,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.16 on Linux,0,0,2018-05-01,AS12876- FR,12876,327,None
dirtcoffee,US,100,105,68.134.199.198,pool-68-134-199-198.bltmmd.fios.verizon.net,443,8080,0,0,1,0,0,0,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-09-23,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,791,None
mammuthus,FR,100,2442,95.130.11.186,digi00403.digicube.fr,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-12-02,DIGICUBE01- FR,196689,327,None
prebensprutter,DK,100,1250,212.60.126.51,51.126.60.212.andels.net,9828,None,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-08-18,NIANET-AS Nianet is a Danish carrier and Internet Service Provider- DK,31027,267,None
UbuntuCore242,US,100,26,24.20.165.214,c-24-20-165-214.hsd1.or.comcast.net,33887,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-07-26,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,583,None
Unnamed,MD,100,4467,176.123.10.89,176-123-10-89.alexhost.md,12956,8784,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-01-31,ASCLOUDATA- MD,200019,886,None
Unnamed,DE,99,9,84.164.220.198,p54A4DCC6.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-09-25,DTAG Internet service provider operations- DE,3320,591,None
meatloaf229,US,98,333,24.3.111.83,c-24-3-111-83.hsd1.oh.comcast.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2017-12-07,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,343,None
SlowBison,US,98,275,198.71.81.66,cloud1.ajudecom10.com.br,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-10-30,ENZUINC-US - Enzu Inc- US,18978,274,[2605:f700:c0:1::de9:142a]:9001
TorFreedom,SG,98,3666,172.104.43.169,li1623-169.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-05-17,LINODE-AP Linode- LLC- US,63949,626,None
torland,US,98,360,174.87.243.73,174-087-243-073.dhcp.chtrptr.net,9002,None,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Darwin,0,0,2017-11-23,CHARTER-NET-HKY-NC - Charter Communications- US,20115,591,None
UbuntuCore243,DE,98,43,31.16.8.13,ip1f10080d.dynamic.kabel-deutschland.de,37453,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2017-12-24,KABELDEUTSCHLAND-AS- DE,31334,549,None
Unnamed,US,98,1123,99.176.15.169,99-176-15-169.lightspeed.rcsntx.sbcglobal.net,8090,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2017-11-27,ATT-INTERNET4 - AT&T Services- Inc.- US,7018,443,None
ZephyrOne,SG,98,305,137.116.148.169,zephyr-one.southeastasia.cloudapp.azure.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-05-15,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,610,None
foghorn,IT,97,168,192.71.245.137,mail.noveldatasolutions.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-04-30,PDDA-AS- IT,34971,854,[2a00:dcc0:eda:88:245:71:1b13:d10f]:9001
GreatAttractor,DE,97,212,46.182.18.234,46.182.18.234,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.3.4.8 on FreeBSD,0,0,2018-09-05,NBISERV-AS- DE,43847,2350,None
NikitaiWeb,CA,97,1484,70.38.31.121,iweb.nikita.ca,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-04-09,IWEB-AS - iWeb Technologies Inc.- CA,32613,404,None
tourette,DE,97,323,217.224.238.245,pD9E0EEF5.dip0.t-ipconnect.de,8080,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-11-13,DTAG Internet service provider operations- DE,3320,299,None
Unnamed,DE,97,822,78.46.238.134,static.134.238.46.78.clients.your-server.de,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-02-26,HETZNER-AS- DE,24940,297,None
Unnamed,LV,97,1003,159.148.186.117,159.148.186.117,1078,15576,0,0,1,0,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2017-11-20,BIGHOST-AS- LV,200709,996,None
bluem00n,DE,96,7,77.189.21.182,x4dbd15b6.dyn.telefonica.de,19001,10030,0,0,1,0,0,0,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-07-02,TDDE-ASN1- DE,6805,502,None
DKRelay,HK,96,88,1.65.166.221,1-65-166-221.static.netvigator.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-09-04,HKTIMS-AP PCCW Limited- HK,4760,684,None
DrSchollanski,US,96,24,206.189.131.192,206.189.131.192,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.3.2.10 on Linux,0,0,2018-09-17,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,487,None
n4lksask972137tor,CZ,96,382,62.168.3.212,212.asko-as.cz,9999,9998,0,0,1,0,0,1,1,1,1,Tor 0.3.4.7-rc on Linux,0,0,2014-04-18,GTSCE GTS Central Europe / Antel Germany- CZ,5588,984,None
ti12se18,SE,96,184,217.31.161.55,h-161-55.A444.priv.bahnhof.se,8443,9010,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-14,BAHNHOF http://www.bahnhof.net/- SE,8473,315,None
UbuntuCore242,US,96,102,67.170.43.233,c-67-170-43-233.hsd1.wa.comcast.net,42585,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2017-11-25,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,1340,None
UbuntuCore242,GB,96,12,90.242.174.226,90.242.174.226,33689,None,0,0,1,0,0,0,1,1,1,Tor 0.3.2.12 on Linux,0,0,2018-04-18,- GB,5378,2260,None
Unnamed,SG,96,2231,172.104.170.82,li1761-82.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2017-11-07,LINODE-AP Linode- LLC- US,63949,456,None
anonymousByPDH,TW,95,167,163.22.17.211,ip211.puli17.ncnu.edu.tw,21,8080,0,0,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-01-28,ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center- TW,1659,695,[2001:e10:6840:17::211]:21
